condition,metric_id,metric_kind,unit,exposure_stratum,scheduled_heads,scheduled_images,scheduled_components,baseline_usable_heads,paired_usable_heads,lost_usable_heads,gained_usable_heads,neither_usable_heads,paired_images,paired_components,mean_signed_change,mean_absolute_change,median_component_absolute_change,p95_component_absolute_change,spearman_paired_component_means,component_weighted_loss_fraction
resolution_50pct,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,recorded_development_exposed,1406,846,842,623,276,347,47,736,248,246,,0.024384891522327333,0.01837673454860513,0.06332131365174232,,0.5252309879175551
resolution_50pct,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,317,310,45,775,292,292,,0.02432588734731545,0.016902918846350454,0.07626542699262817,,0.46195652173913043
gamma_0p8,orientation_image_vertical_angle,registered_endpoint,degrees,all_cached,2853,1759,1753,995,901,94,89,1769,725,724,0.5771806480685654,4.712178040695695,1.0586668877910341,11.125368480904665,0.9315332618186906,0.10056746532156369
gamma_0p8,orientation_image_vertical_angle,registered_endpoint,degrees,recorded_development_exposed,1406,846,842,508,458,50,46,852,362,361,-0.23527730064455085,4.341966154520102,0.8990379041218546,9.455325900587649,0.9399381705208061,0.10316455696202531
gamma_0p8,orientation_image_vertical_angle,registered_endpoint,degrees,no_recorded_development_exposure,1447,913,911,487,443,44,43,917,363,363,1.385162244447174,5.0803501919612275,1.1341052123343456,16.474598354403884,0.9251484326823353,0.09798994974874371
gamma_0p8,corolla_lab_lightness,registered_endpoint,Lab L*,all_cached,2853,1759,1753,1250,1199,51,54,1549,943,941,3.4534599524459813,3.6813498887194838,3.5294113159179688,6.274513244628906,0.98054299231465,0.041709401709401704
gamma_0p8,corolla_lab_lightness,registered_endpoint,Lab L*,recorded_development_exposed,1406,846,842,623,594,29,27,756,455,453,3.473646998317738,3.7661053844898214,3.5294113159179688,6.666665649414062,0.9795282301106532,0.04619758351101634
gamma_0p8,corolla_lab_lightness,registered_endpoint,Lab L*,no_recorded_development_exposure,1447,913,911,627,605,22,27,793,488,488,3.4347207479789605,3.602673168260543,3.5294113159179688,6.274509429931641,0.9818316328367341,0.037549407114624504
gamma_0p8,corolla_lab_chroma,registered_endpoint,Lab chroma,all_cached,2853,1759,1753,1250,1199,51,54,1549,943,941,-2.6670970042208766,2.822980323202678,2.2360076904296875,6.473461151123047,0.990359425970351,0.041709401709401704
gamma_0p8,corolla_lab_chroma,registered_endpoint,Lab chroma,recorded_development_exposed,1406,846,842,623,594,29,27,756,455,453,-2.7546138709042336,2.9122441429000636,2.353933334350586,6.488462829589843,0.990351086992961,0.04619758351101634
gamma_0p8,corolla_lab_chroma,registered_endpoint,Lab chroma,no_recorded_development_exposure,1447,913,911,627,605,22,27,793,488,488,-2.5858569619922687,2.7401186217212943,2.205265522003174,6.398612213134766,0.9904860209835695,0.037549407114624504
gamma_0p8,corolla_hue_sin,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1199,51,54,1549,943,941,0.028294795191403356,0.039109415675898006,0.015576394135211558,0.14210509861694556,0.9905929153286914,0.041709401709401704
gamma_0p8,corolla_hue_sin,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,594,29,27,756,455,453,0.030752843729223246,0.04076169263435468,0.01689518921936406,0.15496634311740404,0.9896206104302248,0.04619758351101634
gamma_0p8,corolla_hue_sin,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,605,22,27,793,488,488,0.026013041118386124,0.037575642187822444,0.014200925923175844,0.1235073443364714,0.9914466256429617,0.037549407114624504
gamma_0p8,corolla_hue_cos,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1199,51,54,1549,943,941,0.00022839916694308892,0.03364411151671982,0.015513720103047524,0.11770764570115252,0.979018969736186,0.041709401709401704
gamma_0p8,corolla_hue_cos,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,594,29,27,756,455,453,-0.001070957622663387,0.03438354007165327,0.015513720103047524,0.12248618590640548,0.9797405365604172,0.04619758351101634
gamma_0p8,corolla_hue_cos,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,605,22,27,793,488,488,0.0014345643835245096,0.03295771574748854,0.015448559821808816,0.10472001236395156,0.9786624622772805,0.037549407114624504
gamma_0p8,visible_floret_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1199,51,54,1549,943,941,0.04129834764937289,0.04926256753864655,0.03911143607848144,0.12205232330199844,0.9667530382843925,0.041709401709401704
gamma_0p8,visible_floret_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,594,29,27,756,455,453,0.039040040043090536,0.04653608889458736,0.03704041018369797,0.11084798073880928,0.971857467312765,0.04619758351101634
gamma_0p8,visible_floret_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,605,22,27,793,488,488,0.04339468647241778,0.0517934995586441,0.04268983197187132,0.12630299317593233,0.9619141219943413,0.037549407114624504
gamma_0p8,corolla_white_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1199,51,54,1549,943,941,0.04505007467507715,0.04688849110483495,0.034069330963410825,0.13474806832845043,0.9825295418774491,0.041709401709401704
gamma_0p8,corolla_white_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,594,29,27,756,455,453,0.047304805412385256,0.04919009080368874,0.03691299606874626,0.13868509073491028,0.9844637667539693,0.04619758351101634
gamma_0p8,corolla_white_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,605,22,27,793,488,488,0.04295705618327268,0.044751965154874354,0.03188524564073501,0.12677195418052764,0.9800925852306818,0.037549407114624504
gamma_0p8,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1199,51,54,1549,943,941,-0.008381290975238525,0.015547339940702056,0.006905920904876295,0.05763098032070629,0.9919016461542316,0.041709401709401704
gamma_0p8,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,594,29,27,756,455,453,-0.008535910241454952,0.01566804318908889,0.0072342485413396385,0.05620694034608343,0.9929187909738423,0.04619758351101634
gamma_0p8,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,605,22,27,793,488,488,-0.008237761205574507,0.015435293687588869,0.006828802936132427,0.062023504267197355,0.9905125575084439,0.037549407114624504
gamma_0p8,corolla_purple_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1199,51,54,1549,943,941,-0.020505052543013873,0.02396302011294188,0.009117873284181652,0.0935484962921154,0.99297622679605,0.041709401709401704
gamma_0p8,corolla_purple_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,594,29,27,756,455,453,-0.02001818855034378,0.023660900806719953,0.009008861443305108,0.09065619803058009,0.9912931413742198,0.04619758351101634
gamma_0p8,corolla_purple_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,605,22,27,793,488,488,-0.020956998011619512,0.02424347102629953,0.009250440056221172,0.09485273870606688,0.9944632442558986,0.037549407114624504
gamma_0p8,corolla_yellow_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1199,51,54,1549,943,941,-0.016163731156824748,0.033690630341017165,0.02208150386257096,0.11172690878744768,0.987647096943513,0.041709401709401704
gamma_0p8,corolla_yellow_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,594,29,27,756,455,453,-0.018750706620586532,0.03545969278779473,0.02449297387163707,0.11708185808312802,0.9882214011012845,0.04619758351101634
gamma_0p8,corolla_yellow_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,605,22,27,793,488,488,-0.013762296966078669,0.03204844737300438,0.020774504392613934,0.1033818825918726,0.9866383078817782,0.037549407114624504
gamma_0p8,capitulum_outline_aspect_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,1136,1084,52,44,1673,857,855,-0.0006351109106321533,0.027166213105812027,0.010750791497060153,0.10220048661375619,0.9193545394161003,0.05133928571428571
gamma_0p8,capitulum_outline_aspect_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,580,548,32,17,809,420,418,-8.106806606367905e-06,0.02497486131585366,0.009983609825245265,0.09622041494097097,0.9281703941401603,0.0651685393258427
gamma_0p8,capitulum_outline_aspect_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,556,536,20,27,864,437,437,-0.0012348539666568168,0.029262288730989586,0.012028521924563496,0.10668043789606683,0.9110199728520288,0.037694013303769404
gamma_0p8,capitulum_outline_circularity,registered_endpoint,unitless,all_cached,2853,1759,1753,1136,1084,52,44,1673,857,855,-0.0011014943353400532,0.02294353618128933,0.01317415832377522,0.08261090914807652,0.9372430635485796,0.05133928571428571
gamma_0p8,capitulum_outline_circularity,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,580,548,32,17,809,420,418,-0.0022266323896945454,0.023972214887451316,0.013480587442084621,0.09154066331597548,0.9241536189303193,0.0651685393258427
gamma_0p8,capitulum_outline_circularity,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,556,536,20,27,864,437,437,-2.5275326827060625e-05,0.02195958263626482,0.012990105681103148,0.07174745180435371,0.948816793236174,0.037694013303769404
gamma_0p8,capitulum_outline_solidity,registered_endpoint,unitless,all_cached,2853,1759,1753,1136,1084,52,44,1673,857,855,0.0004972368996406576,0.013184727297332352,0.006622499310633911,0.050340366515495345,0.9522359120126095,0.05133928571428571
gamma_0p8,capitulum_outline_solidity,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,580,548,32,17,809,420,418,6.65469462433135e-06,0.013536475388383198,0.007018600038209533,0.05051654185602268,0.939598280338791,0.0651685393258427
gamma_0p8,capitulum_outline_solidity,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,556,536,20,27,864,437,437,0.0009664894435693175,0.012848272601544588,0.006143396862100377,0.048397868658373935,0.9620995749891897,0.037694013303769404
gamma_0p8,capitulum_width_profile_cv,registered_endpoint,unitless,all_cached,2853,1759,1753,1136,1084,52,44,1673,857,855,-0.0006963073041654184,0.020248178404066803,0.01034635161019165,0.07370865414509498,0.9229675792918062,0.05133928571428571
gamma_0p8,capitulum_width_profile_cv,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,580,548,32,17,809,420,418,-0.00020448437595286167,0.02028529702520797,0.010128701312826283,0.07550119281263554,0.9251969100737614,0.0651685393258427
gamma_0p8,capitulum_width_profile_cv,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,556,536,20,27,864,437,437,-0.001166746626803516,0.020212673636018738,0.010952011084426005,0.07267604468659893,0.9239910419750941,0.037694013303769404
gamma_0p8,involucre_length_width_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,160,113,47,28,2665,107,107,-0.03470835289164333,0.12601491708441212,0.04460353820858731,0.464702453371539,0.8423656419600698,0.28378378378378377
gamma_0p8,involucre_length_width_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,74,55,19,13,1319,52,52,-0.0442781070748645,0.15707722195716464,0.04858272237707145,0.8449996988150907,0.7398616921369418,0.25
gamma_0p8,involucre_length_width_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,86,58,28,15,1346,55,55,-0.0256605853002342,0.09664691975017341,0.04331638818177819,0.29830671849288287,0.9363636363636365,0.3125
gamma_0p8,involucre_apical_taper_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,160,113,47,28,2665,107,107,-0.04362422461273591,0.1873316837484516,0.07597641081240625,0.5999374448214273,0.610249025255197,0.28378378378378377
gamma_0p8,involucre_apical_taper_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,74,55,19,13,1319,52,52,-0.008786668417572585,0.15522275465792995,0.06322253796783883,0.5415174054535464,0.5785025185691113,0.25
gamma_0p8,involucre_apical_taper_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,86,58,28,15,1346,55,55,-0.07656155046998124,0.21768921670676306,0.08120758666042494,0.9271681342390451,0.5948051948051949,0.3125
gamma_0p8,involucre_basal_taper_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,160,113,47,28,2665,107,107,-0.007146922333043496,0.11181057518951824,0.04644243782659174,0.40433321132388655,0.7607417856932933,0.28378378378378377
gamma_0p8,involucre_basal_taper_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,74,55,19,13,1319,52,52,0.017016921184142424,0.12057421545400084,0.042151898820656175,0.4270868762014517,0.7820370528472637,0.25
gamma_0p8,involucre_basal_taper_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,86,58,28,15,1346,55,55,-0.029992738022019284,0.10352495166673471,0.04646383766816742,0.3398400538844517,0.6995670995670997,0.3125
gamma_0p8,bract_projection_roughness,registered_endpoint,relative,all_cached,2853,1759,1753,160,113,47,28,2665,107,107,-0.014689367997635143,0.03994615374272045,0.02402341101389832,0.1019200429162847,0.5562608985285762,0.28378378378378377
gamma_0p8,bract_projection_roughness,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,55,19,13,1319,52,52,-0.023470176644206926,0.0423237843403742,0.024415718711344292,0.11552020276690668,0.5145564757107487,0.25
gamma_0p8,bract_projection_roughness,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,58,28,15,1346,55,55,-0.006387512549967272,0.03769821208675692,0.02402341101389832,0.09164026848989738,0.563997113997114,0.3125
gamma_0p8,bract_projection_p95,registered_endpoint,relative,all_cached,2853,1759,1753,160,113,47,28,2665,107,107,-0.025074960937332406,0.061574145934689094,0.037274427901403284,0.19922034748758502,0.6207899841297831,0.28378378378378377
gamma_0p8,bract_projection_p95,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,55,19,13,1319,52,52,-0.044038511758926153,0.06590618713985887,0.030235555315665914,0.2813573804232081,0.542047297874157,0.25
gamma_0p8,bract_projection_p95,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,58,28,15,1346,55,55,-0.007145785615098309,0.05747839788616494,0.04087657171335011,0.17457871460803545,0.7031746031746033,0.3125
gamma_0p8,bract_projection_maximum,registered_endpoint,relative,all_cached,2853,1759,1753,160,113,47,28,2665,107,107,-0.040058895262645666,0.08556843796897587,0.051518742104436854,0.2805192838221975,0.6647073806304982,0.28378378378378377
gamma_0p8,bract_projection_maximum,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,55,19,13,1319,52,52,-0.051553584672938024,0.09014307575027806,0.06751541584459157,0.2854005278450689,0.6680611286604627,0.25
gamma_0p8,bract_projection_maximum,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,58,28,15,1346,55,55,-0.029191188911096528,0.08124332588483558,0.050580886868350605,0.2508378949602589,0.6362193362193362,0.3125
gamma_0p8,bract_spread_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,160,113,47,28,2665,107,107,-0.013309677815392917,0.08014193981821034,0.055660974067046176,0.21537168713639301,0.3632974580472506,0.28378378378378377
gamma_0p8,bract_spread_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,74,55,19,13,1319,52,52,-0.024172894466768038,0.0924649975592208,0.06701578779290249,0.26322321342301463,0.32543443947515016,0.25
gamma_0p8,bract_spread_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,86,58,28,15,1346,55,55,-0.003039000254092802,0.06849104886307321,0.0523429710867398,0.18839811980544235,0.4138192325405908,0.3125
gamma_0p8,bract_projection_peak_density,registered_endpoint,peaks per valid bin,all_cached,2853,1759,1753,160,113,47,28,2665,107,107,0.005827561083460112,0.022152683681750558,0.018534482758620685,0.055989304812834206,0.16431896132504029,0.28378378378378377
gamma_0p8,bract_projection_peak_density,registered_endpoint,peaks per valid bin,recorded_development_exposed,1406,846,842,74,55,19,13,1319,52,52,0.011580273841521228,0.023452365355736533,0.013310879907518558,0.06559829059829055,0.14847954337305397,0.25
gamma_0p8,bract_projection_peak_density,registered_endpoint,peaks per valid bin,no_recorded_development_exposure,1447,913,911,86,58,28,15,1346,55,55,0.00038863265765687354,0.02092389373543654,0.019393939393939394,0.05392225350075894,0.21416711840680525,0.3125
gamma_0p8,bract_projection_asymmetry,registered_endpoint,relative,all_cached,2853,1759,1753,160,113,47,28,2665,107,107,-0.0037331313144665927,0.020183932791225764,0.01455904126210752,0.06489996894906476,0.2634847861439292,0.28378378378378377
gamma_0p8,bract_projection_asymmetry,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,55,19,13,1319,52,52,-0.004313296838490014,0.021111818340236448,0.01429176616754261,0.07055197756089195,0.30145991633228036,0.25
gamma_0p8,bract_projection_asymmetry,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,58,28,15,1346,55,55,-0.0031846111826626306,0.01930665918125203,0.015295477628783145,0.051817656860784954,0.21486291486291492,0.3125
gamma_0p8,involucre_surface_edge_density,registered_endpoint,fraction,all_cached,2853,1759,1753,53,37,16,10,2790,35,35,-0.03162328364845195,0.033342742552423144,0.02197330398826003,0.09346603051869912,0.9747899159663865,0.3
gamma_0p8,involucre_surface_edge_density,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,27,20,7,6,1373,18,18,-0.031119537705471392,0.03323130489436971,0.023418924073171254,0.09242280540473627,0.9711042311661506,0.25
gamma_0p8,involucre_surface_edge_density,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,26,17,9,4,1417,17,17,-0.032156661705725474,0.03346073536683268,0.020144295593913404,0.08723866463753856,0.9779411764705883,0.34615384615384615
gamma_0p8,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,all_cached,2853,1759,1753,53,37,16,10,2790,35,35,-0.0068959820884980875,0.010683157569371483,0.0045553180828026285,0.03824594810331022,0.900560224089636,0.3
gamma_0p8,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,recorded_development_exposed,1406,846,842,27,20,7,6,1373,18,18,-0.0069949733005298265,0.00888405008944431,0.0029394257437516114,0.03599956865375778,0.9318885448916409,0.25
gamma_0p8,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,no_recorded_development_exposure,1447,913,911,26,17,9,4,1417,17,17,-0.006791167863993893,0.012588094901059074,0.008067170686842706,0.034925058504785327,0.752450980392157,0.34615384615384615
gamma_0p8,involucre_surface_high_frequency_energy,registered_endpoint,relative,all_cached,2853,1759,1753,53,37,16,10,2790,35,35,0.033222503446742505,0.07320517499073438,0.04117647058823526,0.1811825396825395,0.8211433375367803,0.3
gamma_0p8,involucre_surface_high_frequency_energy,registered_endpoint,relative,recorded_development_exposed,1406,846,842,27,20,7,6,1373,18,18,0.018308318807781186,0.04876455108322632,0.030561829474872987,0.15078386167550137,0.9369839710531539,0.25
gamma_0p8,involucre_surface_high_frequency_energy,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,26,17,9,4,1417,17,17,0.04901399306446626,0.09908348265750763,0.05555555555555555,0.2884234906675854,0.6539877300613498,0.34615384615384615
gamma_0p8,involucre_surface_specular_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,53,37,16,10,2790,35,35,0.00022494035293431561,0.0017431175162727689,0.0,0.014944117162937549,0.8757752470445118,0.3
gamma_0p8,involucre_surface_specular_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,27,20,7,6,1373,18,18,0.0006698620265856448,0.0006698620265856448,0.0,0.0018086274717812238,1.0,0.25
gamma_0p8,involucre_surface_specular_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,26,17,9,4,1417,17,17,-0.0002461531838729741,0.0028795056818238414,0.0,0.022657235079573786,0.8355263157894737,0.34615384615384615
gamma_0p8,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,all_cached,2853,1759,1753,1250,1199,51,54,1549,943,941,,3.275789761517938,1.4859313964844034,10.806671142578125,,0.041709401709401704
gamma_0p8,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,recorded_development_exposed,1406,846,842,623,594,29,27,756,455,453,,3.3609453640587645,1.502960205078125,10.81734619140626,,0.04619758351101634
gamma_0p8,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,no_recorded_development_exposure,1447,913,911,627,605,22,27,793,488,488,,3.1967416304708185,1.4649429321289134,10.365988159179688,,0.037549407114624504
gamma_0p8,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,all_cached,2853,1759,1753,1250,1199,51,54,1549,943,941,,0.06004474074974802,0.04929119016693155,0.14916200183484046,,0.041709401709401704
gamma_0p8,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,recorded_development_exposed,1406,846,842,623,594,29,27,756,455,453,,0.06198936379364615,0.04994558032585342,0.15012068556484237,,0.04619758351101634
gamma_0p8,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,605,22,27,793,488,488,,0.05823958862088356,0.04920871306681786,0.1481604748451377,,0.037549407114624504
gamma_1p2,orientation_image_vertical_angle,registered_endpoint,degrees,all_cached,2853,1759,1753,995,911,84,87,1771,732,731,-0.7747072478615736,3.7050290240188075,0.9669846620794971,10.748673352810071,0.9627334651657394,0.0906893652795292
gamma_1p2,orientation_image_vertical_angle,registered_endpoint,degrees,recorded_development_exposed,1406,846,842,508,473,35,47,851,372,371,-0.7427512638260372,3.206088594632112,0.8477913852748742,10.748673352810071,0.9730018776275623,0.07236286919831224
gamma_1p2,orientation_image_vertical_angle,registered_endpoint,degrees,no_recorded_development_exposure,1447,913,911,487,438,49,40,920,360,360,-0.8076396647426402,4.219214855414539,1.0899425343856786,10.601516781017185,0.9527257154761996,0.10887772194304858
gamma_1p2,corolla_lab_lightness,registered_endpoint,Lab L*,all_cached,2853,1759,1753,1250,1187,63,34,1569,929,928,-2.9729124724179847,3.126732586992198,3.1372528076171875,5.2941163063049315,0.9874168358980178,0.055213675213675206
gamma_1p2,corolla_lab_lightness,registered_endpoint,Lab L*,recorded_development_exposed,1406,846,842,623,594,29,19,764,452,451,-2.996826271964988,3.095952356117176,3.1372528076171875,5.0980377197265625,0.990769058818555,0.04832977967306325
gamma_1p2,corolla_lab_lightness,registered_endpoint,Lab L*,no_recorded_development_exposure,1447,913,911,627,593,34,15,805,477,477,-2.950302150414425,3.1558350694337816,3.1372528076171875,5.333333587646482,0.9839086148824435,0.06159420289855072
gamma_1p2,corolla_lab_chroma,registered_endpoint,Lab chroma,all_cached,2853,1759,1753,1250,1187,63,34,1569,929,928,2.1688592822558577,2.3367092346836777,1.9811983108520508,5.433051490783691,0.9937211745686851,0.055213675213675206
gamma_1p2,corolla_lab_chroma,registered_endpoint,Lab chroma,recorded_development_exposed,1406,846,842,623,594,29,19,764,452,451,2.2568424428205356,2.4126139806097555,2.0249080657958984,5.519872665405273,0.9933539746396933,0.04832977967306325
gamma_1p2,corolla_lab_chroma,registered_endpoint,Lab chroma,no_recorded_development_exposure,1447,913,911,627,593,34,15,805,477,477,2.0856718495207014,2.2649418543636344,1.9373588562011719,5.414692687988281,0.993939449224887,0.06159420289855072
gamma_1p2,corolla_hue_sin,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1187,63,34,1569,929,928,-0.018465973999131545,0.027861635019100713,0.012941065177310085,0.09968081040844504,0.9957044303571666,0.055213675213675206
gamma_1p2,corolla_hue_sin,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,594,29,19,764,452,451,-0.02254865183509846,0.03173844350544808,0.013066607965648819,0.10194776664991556,0.9942864431057823,0.04832977967306325
gamma_1p2,corolla_hue_sin,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,593,34,15,805,477,477,-0.01460583206198044,0.024196141041443145,0.012696329651314175,0.09137889773809081,0.9965960648094399,0.06159420289855072
gamma_1p2,corolla_hue_cos,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1187,63,34,1569,929,928,-0.0001595071603349367,0.024157749096095627,0.012133966150938952,0.07712365963060898,0.9874229092723174,0.055213675213675206
gamma_1p2,corolla_hue_cos,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,594,29,19,764,452,451,0.0005308258238085739,0.025031974640908866,0.012153704135167531,0.08419538055530035,0.9809525865170154,0.04832977967306325
gamma_1p2,corolla_hue_cos,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,593,34,15,805,477,477,-0.0008122119315062646,0.023331175258127557,0.011868662853532386,0.07555208224210758,0.9927065165688916,0.06159420289855072
gamma_1p2,visible_floret_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1187,63,34,1569,929,928,-0.03673837775374935,0.04225301625436723,0.035613761342685596,0.10153304209032263,0.9792256998362356,0.055213675213675206
gamma_1p2,visible_floret_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,594,29,19,764,452,451,-0.03461157163898327,0.041014275945622417,0.036081536894235766,0.09470514354821402,0.9811713072882938,0.04832977967306325
gamma_1p2,visible_floret_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,593,34,15,805,477,477,-0.03874925732976508,0.043424236126995974,0.03515576997415054,0.10697359585564338,0.9759435786630115,0.06159420289855072
gamma_1p2,corolla_white_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1187,63,34,1569,929,928,-0.030186007821463013,0.03161054628807554,0.020951539070375197,0.09884568010534271,0.9883810566461493,0.055213675213675206
gamma_1p2,corolla_white_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,594,29,19,764,452,451,-0.03188914225063869,0.03294113068418014,0.022125809087801915,0.09901794685687759,0.9879499269744489,0.04832977967306325
gamma_1p2,corolla_white_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,593,34,15,805,477,477,-0.02857570671547091,0.030352488504756515,0.020113155445276032,0.09808275536479077,0.9878266963324833,0.06159420289855072
gamma_1p2,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1187,63,34,1569,929,928,0.006766458456670445,0.013284894927268235,0.005962344383367967,0.04976366747486887,0.9938674904991093,0.055213675213675206
gamma_1p2,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,594,29,19,764,452,451,0.007069864632651858,0.013847006373972482,0.00606701196058158,0.05202429430295952,0.9930408960118605,0.04832977967306325
gamma_1p2,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,593,34,15,805,477,477,0.006479590143530786,0.012753422678916836,0.005927691654152439,0.04803338260261671,0.9943037445130689,0.06159420289855072
gamma_1p2,corolla_purple_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1187,63,34,1569,929,928,0.013674093053751982,0.017356455755320337,0.006952894146571723,0.0649138878080438,0.9946258261849903,0.055213675213675206
gamma_1p2,corolla_purple_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,594,29,19,764,452,451,0.014718319476727753,0.018087199246090133,0.006797839435039338,0.066631419254224,0.992578984058729,0.04832977967306325
gamma_1p2,corolla_purple_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,593,34,15,805,477,477,0.012686784632867137,0.016665543146647012,0.007570646761529029,0.06209167733876725,0.9963448058303859,0.06159420289855072
gamma_1p2,corolla_yellow_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1187,63,34,1569,929,928,0.009745456311040585,0.024386163432254703,0.015524399571730435,0.08309463682115918,0.9937050252330338,0.055213675213675206
